node_count,target_acceleration_g0,element_mass_g,physical_guide_length_m,force_per_element_n,net_impulse_per_element_n_s,integrated_lateral_impulse_per_element_n_s,interaction_time_s,mean_elements_in_guide,node_mean_force_n,accepted_node_mean_force_n,node_mean_force_relative_error,fidelity,assumptions,warnings
96,100.0,1000.0,5738.6418294666,980.665,489.37278103135566,489.40669877590415,0.49905594548179466,132.96095153671604,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,1000.0,2295.45673178664,2451.6625,489.37278103135566,489.40669877590415,0.19962237819271786,53.18438061468642,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,1000.0,1147.72836589332,4903.325,489.37278103135566,489.40669877590415,0.09981118909635893,26.59219030734321,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,1000.0,573.86418294666,9806.65,489.37278103135566,489.40669877590415,0.049905594548179465,13.296095153671605,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,1000.0,286.93209147333,19613.3,489.37278103135566,489.40669877590415,0.024952797274089732,6.648047576835802,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,1000.0,114.77283658933199,49033.25,489.37278103135566,489.40669877590415,0.009981118909635892,2.6592190307343206,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,500.0,5738.6418294666,490.3325,244.68639051567783,244.70334938795207,0.49905594548179466,265.9219030734321,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,500.0,2295.45673178664,1225.83125,244.68639051567783,244.70334938795207,0.19962237819271786,106.36876122937284,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,500.0,1147.72836589332,2451.6625,244.68639051567783,244.70334938795207,0.09981118909635893,53.18438061468642,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,500.0,573.86418294666,4903.325,244.68639051567783,244.70334938795207,0.049905594548179465,26.59219030734321,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
